@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo STRING
@ATTRIBUTE estado_civil STRING
@ATTRIBUTE cidade STRING
@ATTRIBUTE bairro STRING
@ATTRIBUTE estado STRING
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento STRING
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"

@DATA
2176,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Practical Copper Lamp",49.26,"LIVROS","2017-11-10"
2177,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Sleek Cotton Table",18.22,"BRINQUEDOS","2017-09-16"
2178,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Durable Paper Hat",79.84,"INFORMATICA","2017-11-08"
2179,"M","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Awesome Aluminum Watch",50.33,"BELEZA E PERFUMARIA","2017-11-03"
2180,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Paper Knife",16.69,"BRINQUEDOS","2017-10-25"
2181,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Fantastic Cotton Plate",21.33,"BRINQUEDOS","2017-09-22"
2182,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Awesome Steel Shoes",21.74,"INFORMATICA","2017-10-15"
2183,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Iron Chair",21.86,"BRINQUEDOS","2017-10-03"
2184,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Incredible Paper Bag",30.02,"BELEZA E PERFUMARIA","2017-10-02"
2185,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Iron Knife",11.98,"INFORMATICA","2017-10-21"
2186,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Intelligent Steel Gloves",96.16,"BRINQUEDOS","2017-09-21"
2187,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Gorgeous Granite Car",93.95,"CELULARES E TELEFONIA","2017-10-21"
2188,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Gorgeous Wooden Bottle",50.86,"INFORMATICA","2017-10-13"
2189,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Steel Shirt",67.42,"DECORACAO","2017-10-06"
2190,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Awesome Plastic Plate",37.15,"BRINQUEDOS","2017-11-06"
2191,"F","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Small Concrete Computer",60.13,"CELULARES E TELEFONIA","2017-09-27"
2192,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Granite Watch",48.83,"BRINQUEDOS","2017-11-13"
2193,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Steel Pants",80.26,"BRINQUEDOS","2017-11-09"
2194,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Linen Table",44.1,"ELETRODOMESTICOS","2017-10-06"
2195,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Gorgeous Aluminum Shirt",15.11,"LIVROS","2017-10-27"
2196,"M","DIVORCIADO","VITORIA","MARUIPE","ESPIRITO SANTO","Rustic Leather Watch",59.91,"GAMES","2017-10-24"
2197,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Enormous Paper Watch",22.83,"INFORMATICA","2017-09-19"
2198,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Granite Knife",80.02,"GAMES","2017-10-14"
2199,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Aerodynamic Marble Coat",21.71,"DECORACAO","2017-10-01"
2200,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Incredible Wool Bottle",53.4,"GAMES","2017-11-13"
2201,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Practical Paper Lamp",5.55,"GAMES","2017-10-14"
2202,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Heavy Duty Bronze Bottle",78.57,"LIVROS","2017-11-09"
2203,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Copper Lamp",70.98,"GAMES","2017-09-21"
2204,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Leather Bottle",27.92,"ELETRODOMESTICOS","2017-09-17"
2205,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Ergonomic Wool Hat",34.66,"BELEZA E PERFUMARIA","2017-10-06"
2206,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Wool Chair",43.04,"DECORACAO","2017-10-10"
2207,"M","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Rubber Plate",37.41,"LIVROS","2017-11-09"
2208,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Fantastic Rubber Computer",13.19,"CELULARES E TELEFONIA","2017-10-10"
2209,"M","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Small Cotton Bag",54.19,"LIVROS","2017-10-20"
2210,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Sleek Rubber Car",7.89,"INFORMATICA","2017-10-22"
2211,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Rustic Linen Gloves",25.6,"CELULARES E TELEFONIA","2017-10-15"
2212,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Copper Bottle",19.38,"INFORMATICA","2017-09-24"
2213,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Synergistic Granite Computer",33.14,"DECORACAO","2017-11-01"
2214,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Copper Table",60.48,"BELEZA E PERFUMARIA","2017-10-14"
2215,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Rustic Concrete Table",10.85,"ELETRODOMESTICOS","2017-10-08"
2216,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Enormous Cotton Bench",86.77,"ELETRODOMESTICOS","2017-09-29"
2217,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Linen Watch",96.31,"ELETRODOMESTICOS","2017-10-27"
2218,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Fantastic Iron Shoes",95.49,"DECORACAO","2017-10-30"
2219,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Plastic Shoes",29.15,"LIVROS","2017-09-17"
2220,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Lightweight Silk Knife",95.09,"INFORMATICA","2017-10-04"
2221,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Lightweight Granite Shoes",96.34,"DECORACAO","2017-11-12"
2222,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Ergonomic Cotton Gloves",43.83,"INFORMATICA","2017-10-22"
2223,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Incredible Copper Wallet",93.79,"GAMES","2017-09-29"
2224,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Small Silk Gloves",25.76,"BRINQUEDOS","2017-11-04"
2225,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Heavy Duty Copper Clock",48.29,"INFORMATICA","2017-10-31"
2226,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Leather Clock",47.18,"BRINQUEDOS","2017-10-11"
2227,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Steel Pants",79.31,"GAMES","2017-11-09"
2228,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Gorgeous Silk Knife",30.83,"LIVROS","2017-11-07"
2229,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Gorgeous Cotton Wallet",1.72,"GAMES","2017-10-31"
2230,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Concrete Keyboard",86.06,"BRINQUEDOS","2017-11-05"
2231,"M","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Rubber Coat",70.82,"INFORMATICA","2017-10-13"
2232,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Steel Lamp",95.08,"INFORMATICA","2017-09-29"
2233,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Concrete Watch",26.07,"INFORMATICA","2017-09-18"
2234,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Mediocre Silk Coat",78.47,"BELEZA E PERFUMARIA","2017-10-01"
2235,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Copper Hat",52.52,"LIVROS","2017-10-15"
2236,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Awesome Silk Car",5.32,"LIVROS","2017-11-06"
2237,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Durable Steel Hat",78.32,"ELETRODOMESTICOS","2017-10-30"
2238,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Lightweight Granite Chair",60,"INFORMATICA","2017-11-06"
2239,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Rustic Aluminum Keyboard",64.94,"ELETRODOMESTICOS","2017-11-11"
2240,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Leather Coat",25.94,"GAMES","2017-11-10"
2241,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Cotton Coat",12.94,"CELULARES E TELEFONIA","2017-11-02"
2242,"M","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Wool Chair",66.18,"INFORMATICA","2017-10-10"
2243,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Small Copper Shoes",41.4,"GAMES","2017-09-16"
2244,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Silk Bag",25.87,"LIVROS","2017-10-01"
2245,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Granite Table",68.25,"BELEZA E PERFUMARIA","2017-10-02"
2246,"M","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Steel Wallet",93.53,"LIVROS","2017-10-24"
2247,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Aluminum Coat",32.7,"INFORMATICA","2017-10-29"
2248,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Leather Lamp",83.06,"GAMES","2017-11-06"
2249,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Gorgeous Paper Chair",79.32,"DECORACAO","2017-10-27"
2250,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Linen Shoes",30.95,"BELEZA E PERFUMARIA","2017-10-25"
2251,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Mediocre Silk Shoes",63.37,"BELEZA E PERFUMARIA","2017-09-23"
2252,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Fantastic Silk Hat",26.78,"INFORMATICA","2017-10-18"
2253,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Practical Iron Watch",16.27,"BELEZA E PERFUMARIA","2017-11-10"
2254,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Bronze Bag",13.84,"DECORACAO","2017-11-01"
2255,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Rubber Pants",1.91,"BRINQUEDOS","2017-10-09"
2256,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Mediocre Plastic Lamp",84.54,"BELEZA E PERFUMARIA","2017-11-08"
2257,"M","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Heavy Duty Cotton Plate",42.73,"GAMES","2017-09-21"
2258,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Durable Copper Bottle",17.84,"BRINQUEDOS","2017-10-15"
2259,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Enormous Iron Watch",65.24,"GAMES","2017-10-15"
2260,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Mediocre Aluminum Gloves",72.47,"BRINQUEDOS","2017-10-12"
2261,"F","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Fantastic Granite Bench",2.92,"GAMES","2017-09-29"
2262,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Incredible Steel Wallet",71.15,"BELEZA E PERFUMARIA","2017-09-16"
2263,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Small Steel Coat",10.33,"DECORACAO","2017-10-25"
2264,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Intelligent Copper Watch",66.97,"CELULARES E TELEFONIA","2017-10-15"
2265,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Fantastic Paper Shoes",79.65,"INFORMATICA","2017-11-12"
2266,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Sleek Wooden Bench",80.55,"BELEZA E PERFUMARIA","2017-10-29"
2267,"F","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Practical Plastic Chair",70.6,"CELULARES E TELEFONIA","2017-09-17"
2268,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Plastic Hat",88.76,"BELEZA E PERFUMARIA","2017-11-08"
2269,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Rustic Wooden Car",6.62,"BRINQUEDOS","2017-10-02"
2270,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Gorgeous Cotton Watch",58.74,"BRINQUEDOS","2017-10-16"
2271,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Paper Shirt",61.8,"INFORMATICA","2017-10-22"
2272,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Lightweight Plastic Pants",39.08,"BRINQUEDOS","2017-09-19"
2273,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Rustic Wool Bag",28.78,"DECORACAO","2017-09-17"
2274,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Steel Shirt",56.65,"LIVROS","2017-10-02"
2275,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Heavy Duty Bronze Table",55.81,"LIVROS","2017-10-01"
2276,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Paper Watch",65.6,"INFORMATICA","2017-10-06"
2277,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Heavy Duty Wool Clock",71.97,"BRINQUEDOS","2017-09-24"
2278,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Plastic Knife",99.5,"INFORMATICA","2017-09-15"
2279,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Synergistic Paper Clock",86.46,"DECORACAO","2017-10-24"
2280,"M","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Small Paper Wallet",36.9,"GAMES","2017-09-23"
2281,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Heavy Duty Aluminum Pants",69.8,"BRINQUEDOS","2017-10-27"
2282,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Incredible Aluminum Hat",38.8,"GAMES","2017-09-30"
2283,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Ergonomic Steel Lamp",91.64,"GAMES","2017-11-02"
2284,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Small Paper Shirt",94.03,"INFORMATICA","2017-10-22"
2285,"F","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Ergonomic Cotton Bottle",46.63,"BELEZA E PERFUMARIA","2017-10-24"
2286,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Intelligent Wooden Bag",4.35,"DECORACAO","2017-11-13"
2287,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Steel Shirt",31.88,"BRINQUEDOS","2017-10-22"
2288,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Aerodynamic Marble Table",94.98,"CELULARES E TELEFONIA","2017-09-30"
2289,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Fantastic Wool Hat",65.19,"LIVROS","2017-11-13"
2290,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Durable Plastic Gloves",53.49,"LIVROS","2017-10-17"
2291,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Steel Clock",88.66,"ELETRODOMESTICOS","2017-10-15"
2292,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Small Silk Pants",50.43,"LIVROS","2017-10-10"
2293,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Awesome Cotton Chair",3.5,"BRINQUEDOS","2017-09-24"
2294,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Aerodynamic Cotton Car",91.93,"LIVROS","2017-11-10"
2295,"M","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Synergistic Granite Plate",52.38,"BELEZA E PERFUMARIA","2017-11-09"
2296,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Heavy Duty Aluminum Bag",2.63,"DECORACAO","2017-10-01"
2297,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Bronze Bag",33.61,"LIVROS","2017-09-22"
2298,"F","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Gorgeous Paper Table",55.56,"GAMES","2017-10-03"
2299,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Intelligent Marble Wallet",13.59,"GAMES","2017-10-07"
2300,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Awesome Paper Bag",52.86,"ELETRODOMESTICOS","2017-10-16"
2301,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Paper Wallet",58.72,"INFORMATICA","2017-09-28"
2302,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Gorgeous Marble Lamp",86.5,"GAMES","2017-11-07"
2303,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Intelligent Bronze Chair",47.43,"INFORMATICA","2017-11-08"
2304,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Copper Computer",52.06,"BRINQUEDOS","2017-11-02"
2305,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Small Bronze Chair",34.07,"DECORACAO","2017-10-31"
2306,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Linen Bench",43.83,"CELULARES E TELEFONIA","2017-11-13"
2307,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Awesome Concrete Lamp",62.7,"DECORACAO","2017-11-02"
2308,"M","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Awesome Concrete Clock",18.25,"CELULARES E TELEFONIA","2017-10-17"
2309,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Rubber Table",65.24,"ELETRODOMESTICOS","2017-10-17"
2310,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Intelligent Aluminum Bag",33.36,"CELULARES E TELEFONIA","2017-09-27"
2311,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Fantastic Granite Shirt",93.38,"CELULARES E TELEFONIA","2017-11-02"
2312,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Lightweight Leather Pants",66.57,"BELEZA E PERFUMARIA","2017-10-11"
2313,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Synergistic Cotton Shoes",40.74,"DECORACAO","2017-10-13"
2314,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Linen Shirt",81.17,"BRINQUEDOS","2017-11-02"
2315,"F","DIVORCIADO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Marble Watch",58.98,"ELETRODOMESTICOS","2017-10-04"
2316,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Rustic Wooden Bottle",97.78,"CELULARES E TELEFONIA","2017-09-27"
2317,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Awesome Steel Car",97.66,"BELEZA E PERFUMARIA","2017-09-22"
2318,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Small Rubber Bottle",48.15,"ELETRODOMESTICOS","2017-10-30"
2319,"M","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Sleek Cotton Computer",28.29,"LIVROS","2017-11-11"
2320,"F","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Awesome Marble Clock",54.57,"BRINQUEDOS","2017-10-27"
2321,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Awesome Wool Computer",9.76,"CELULARES E TELEFONIA","2017-09-15"
2322,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Aerodynamic Silk Knife",49.48,"ELETRODOMESTICOS","2017-09-20"
2323,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Marble Lamp",66.85,"ELETRODOMESTICOS","2017-09-21"
2324,"M","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Synergistic Iron Clock",1.61,"LIVROS","2017-10-13"
2325,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Enormous Granite Keyboard",84.51,"CELULARES E TELEFONIA","2017-09-16"
2326,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Incredible Granite Gloves",87.05,"LIVROS","2017-10-03"
2327,"M","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Synergistic Iron Shoes",98.41,"GAMES","2017-09-16"
2328,"M","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Rustic Aluminum Keyboard",72.26,"BRINQUEDOS","2017-10-18"
2329,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Mediocre Marble Gloves",61.84,"LIVROS","2017-11-02"
2330,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Intelligent Cotton Hat",94.29,"ELETRODOMESTICOS","2017-10-09"
2331,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Aerodynamic Bronze Gloves",40.88,"CELULARES E TELEFONIA","2017-10-29"
2332,"M","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Silk Pants",30.99,"INFORMATICA","2017-11-07"
2333,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Sleek Bronze Bag",38.42,"DECORACAO","2017-10-10"
2334,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Aerodynamic Aluminum Hat",15.59,"CELULARES E TELEFONIA","2017-10-01"
2335,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Ergonomic Copper Computer",84.38,"BRINQUEDOS","2017-10-18"
2336,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Rubber Pants",62.29,"ELETRODOMESTICOS","2017-10-24"
2337,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Small Plastic Clock",41.03,"BRINQUEDOS","2017-09-16"
2338,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Durable Steel Lamp",63.94,"INFORMATICA","2017-10-21"
2339,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Practical Plastic Bag",55.78,"DECORACAO","2017-09-29"
2340,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Linen Watch",84.13,"CELULARES E TELEFONIA","2017-11-07"
2341,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Silk Bag",32,"ELETRODOMESTICOS","2017-11-13"
2342,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Sleek Rubber Bottle",36.83,"LIVROS","2017-11-02"
2343,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Durable Paper Knife",78.86,"INFORMATICA","2017-10-14"
2344,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Heavy Duty Linen Knife",30.81,"ELETRODOMESTICOS","2017-11-10"
2345,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Synergistic Plastic Bottle",56.73,"INFORMATICA","2017-11-07"
2346,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Intelligent Paper Table",54.04,"LIVROS","2017-10-25"
2347,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Durable Granite Watch",6.07,"BRINQUEDOS","2017-10-03"
2348,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Practical Aluminum Hat",3.08,"GAMES","2017-10-23"
2349,"M","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Awesome Cotton Plate",15.57,"GAMES","2017-11-04"
2350,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Granite Lamp",66.64,"BELEZA E PERFUMARIA","2017-11-06"
2351,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Synergistic Concrete Clock",52.3,"BRINQUEDOS","2017-10-28"
2352,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Copper Table",98.11,"BRINQUEDOS","2017-11-06"
2353,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Linen Shoes",0.61,"BELEZA E PERFUMARIA","2017-10-31"
2354,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Cotton Bench",62.5,"GAMES","2017-10-25"
2355,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Small Plastic Shirt",76.77,"DECORACAO","2017-11-01"
2356,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Copper Chair",30.47,"CELULARES E TELEFONIA","2017-11-04"
