@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo {F,M}
@ATTRIBUTE estado_civil {DIVORCIADO, SOLTEIRO, VIUVO, CASADO}
@ATTRIBUTE cidade {VITORIA}
@ATTRIBUTE bairro {CENTRO, 'SANTO ANTONIO', JUCUTUQUARA, MARUIPE, 'PRAIA DO CANTO', 'SAO PEDRO', GOIABEIRAS, 'JARDIM CAMBURI', 'JARDIM DA PENHA'}
@ATTRIBUTE estado {'ESPIRITO SANTO'}
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento {INFORMATICA, BRINQUEDOS, 'CELULARES E TELEFONIA', ELETRODOMESTICOS, 'BELEZA E PERFUMARIA', GAMES, LIVROS, DECORACAO}
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"
@ATTRIBUTE data_compra_dia NUMERIC
@ATTRIBUTE data_compra_mes NUMERIC
@ATTRIBUTE data_compra_semana {DOMINGO, SEGUNDA, TERCA, QUARTA, QUINTA, SEXTA, SABADO}

@DATA
149,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Silk Computer",74.51,"BRINQUEDOS","2016-01-21",22,3,"SEXTA"
150,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Wooden Wallet",20.16,"CELULARES E TELEFONIA","2016-10-30",30,6,"QUINTA"
151,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Leather Knife",89.83,"GAMES","2016-05-02",8,11,"SABADO"
152,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Cotton Watch",77.29,"BELEZA E PERFUMARIA","2016-10-09",9,7,"DOMINGO"
153,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Aluminum Shirt",73.8,"GAMES","2016-10-14",9,9,"SABADO"
154,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Small Bronze Car",23.83,"BRINQUEDOS","2016-12-28",4,1,"QUINTA"
155,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Fantastic Copper Watch",52.63,"INFORMATICA","2016-12-01",24,6,"QUINTA"
156,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Awesome Granite Coat",10.86,"LIVROS","2016-06-17",4,8,"SABADO"
157,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Leather Shirt",33.64,"INFORMATICA","2016-07-29",29,5,"SABADO"
158,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Synergistic Rubber Pants",37.06,"CELULARES E TELEFONIA","2016-07-06",12,5,"SABADO"
159,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Gorgeous Leather Hat",54.57,"CELULARES E TELEFONIA","2016-10-03",12,9,"SABADO"
160,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Bronze Bench",77.57,"INFORMATICA","2016-01-04",16,12,"QUARTA"
161,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Sleek Leather Shoes",12.39,"LIVROS","2016-04-30",11,5,"SEGUNDA"
162,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Rubber Lamp",24.66,"GAMES","2016-01-30",16,12,"SEXTA"
163,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Rustic Copper Computer",79.81,"BELEZA E PERFUMARIA","2016-06-29",12,1,"SEXTA"
164,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Aluminum Coat",17.6,"BELEZA E PERFUMARIA","2016-04-10",8,11,"SABADO"
165,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Silk Wallet",84.43,"BRINQUEDOS","2016-01-13",24,9,"QUINTA"
166,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Paper Pants",12.04,"BELEZA E PERFUMARIA","2016-10-09",16,5,"DOMINGO"
167,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Wool Computer",49.52,"BRINQUEDOS","2016-11-03",16,1,"SABADO"
168,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Marble Bag",56.89,"BELEZA E PERFUMARIA","2016-12-30",9,6,"SEXTA"
169,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Bronze Watch",34.92,"GAMES","2016-06-16",6,1,"SEGUNDA"
170,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Copper Computer",82.43,"BRINQUEDOS","2016-11-05",22,11,"SABADO"
171,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Copper Table",25.39,"LIVROS","2016-05-23",3,10,"QUINTA"
172,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Iron Watch",7.41,"BELEZA E PERFUMARIA","2016-08-26",3,6,"DOMINGO"
173,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Aluminum Watch",48.03,"INFORMATICA","2016-03-23",4,3,"QUINTA"
174,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Incredible Silk Keyboard",22.28,"INFORMATICA","2016-07-11",31,5,"SABADO"
175,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Leather Pants",19.86,"INFORMATICA","2016-09-30",24,5,"SABADO"
176,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Mediocre Plastic Hat",38.83,"INFORMATICA","2016-11-16",25,2,"DOMINGO"
177,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Rubber Table",42.28,"CELULARES E TELEFONIA","2016-09-30",1,9,"SABADO"
178,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Intelligent Silk Knife",83.09,"GAMES","2016-01-09",15,11,"SEXTA"
179,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Synergistic Copper Clock",63.37,"BRINQUEDOS","2016-09-09",12,2,"SEXTA"
180,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Durable Bronze Wallet",30.85,"BELEZA E PERFUMARIA","2016-01-05",23,1,"SEXTA"
181,"F","DIVORCIADO","VITORIA","MARUIPE","ESPIRITO SANTO","Sleek Bronze Keyboard",11.38,"LIVROS","2016-11-17",17,12,"SABADO"
182,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Linen Keyboard",47.02,"ELETRODOMESTICOS","2016-05-19",23,1,"TERCA"
183,"M","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Enormous Iron Pants",68.88,"GAMES","2016-03-16",1,5,"DOMINGO"
184,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Iron Keyboard",66.78,"BELEZA E PERFUMARIA","2016-03-06",20,1,"SABADO"
185,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Rustic Steel Chair",77.5,"CELULARES E TELEFONIA","2016-08-19",13,5,"QUINTA"
186,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Incredible Iron Clock",44.77,"BELEZA E PERFUMARIA","2016-12-01",26,4,"SABADO"
187,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Cotton Clock",24.7,"GAMES","2016-02-24",2,9,"SABADO"
188,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Bronze Plate",13.14,"BRINQUEDOS","2016-11-23",17,6,"SEGUNDA"
189,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Aluminum Hat",88.04,"CELULARES E TELEFONIA","2016-02-15",15,3,"SEXTA"
190,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Steel Chair",43.71,"GAMES","2016-05-19",9,6,"QUINTA"
191,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Cotton Bottle",44.39,"INFORMATICA","2016-07-15",3,6,"SABADO"
192,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Leather Car",46.48,"BELEZA E PERFUMARIA","2016-01-30",5,12,"SABADO"
193,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Rubber Shoes",33.33,"ELETRODOMESTICOS","2016-08-18",14,3,"DOMINGO"
194,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Plastic Table",65.49,"INFORMATICA","2016-09-25",3,5,"SABADO"
195,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Concrete Car",75.07,"BRINQUEDOS","2016-08-26",17,12,"QUARTA"
196,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Plastic Clock",94.93,"INFORMATICA","2016-06-19",23,11,"SABADO"
197,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Bronze Coat",35.14,"BELEZA E PERFUMARIA","2016-06-22",16,10,"DOMINGO"
198,"M","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Intelligent Plastic Computer",46.99,"BRINQUEDOS","2016-05-08",7,7,"QUINTA"
199,"F","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Cotton Bag",35.62,"BRINQUEDOS","2016-07-07",21,10,"SABADO"
200,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Synergistic Wool Hat",75.6,"ELETRODOMESTICOS","2016-12-25",26,3,"SABADO"
201,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Leather Plate",39.88,"GAMES","2016-02-09",15,10,"SABADO"
202,"F","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Intelligent Copper Chair",83.61,"BRINQUEDOS","2016-06-28",3,2,"DOMINGO"
203,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Granite Clock",30.31,"DECORACAO","2016-02-23",24,6,"SABADO"
204,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Concrete Car",75.49,"LIVROS","2016-03-09",4,11,"SABADO"
205,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Enormous Wool Keyboard",61.62,"BRINQUEDOS","2016-09-11",28,12,"DOMINGO"
206,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Aluminum Bench",49.64,"GAMES","2016-05-19",10,3,"SABADO"
207,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Copper Shirt",65.51,"BELEZA E PERFUMARIA","2016-06-22",18,3,"SABADO"
208,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Bronze Watch",41.88,"BELEZA E PERFUMARIA","2016-05-25",10,10,"SEXTA"
209,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Incredible Granite Bag",29.99,"BELEZA E PERFUMARIA","2016-04-11",22,4,"QUINTA"
210,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Paper Computer",5.38,"INFORMATICA","2016-07-04",23,5,"SEXTA"
211,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Concrete Computer",20.36,"BRINQUEDOS","2016-03-01",23,9,"SABADO"
212,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Wooden Car",16,"ELETRODOMESTICOS","2016-06-28",16,2,"QUARTA"
213,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Iron Wallet",73.57,"DECORACAO","2016-07-14",16,12,"SABADO"
214,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Aluminum Shirt",92.67,"LIVROS","2016-01-07",3,4,"SABADO"
215,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Aluminum Bag",38.85,"BELEZA E PERFUMARIA","2016-10-06",25,9,"DOMINGO"
216,"F","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Gorgeous Wool Bag",28.27,"BELEZA E PERFUMARIA","2016-06-17",24,11,"DOMINGO"
217,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Concrete Lamp",12.9,"ELETRODOMESTICOS","2016-01-15",11,8,"DOMINGO"
218,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Mediocre Rubber Pants",91.24,"BELEZA E PERFUMARIA","2016-08-23",4,12,"SABADO"
219,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Plastic Gloves",97.38,"BELEZA E PERFUMARIA","2016-10-11",5,10,"QUARTA"
220,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Cotton Plate",61.8,"BELEZA E PERFUMARIA","2016-06-08",2,1,"SABADO"
221,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Aluminum Gloves",88.47,"INFORMATICA","2016-10-01",14,8,"SEXTA"
222,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Cotton Shoes",30.75,"BRINQUEDOS","2016-05-09",2,11,"SEXTA"
223,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Leather Hat",1.4,"GAMES","2016-11-01",25,4,"SEXTA"
224,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Rubber Watch",23.52,"ELETRODOMESTICOS","2016-01-07",17,7,"SEXTA"
225,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Steel Bag",87.42,"INFORMATICA","2016-06-10",30,12,"SABADO"
226,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Plastic Pants",5.18,"BELEZA E PERFUMARIA","2016-07-27",29,3,"TERCA"
227,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Concrete Hat",77.4,"CELULARES E TELEFONIA","2016-12-30",8,7,"DOMINGO"
228,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Fantastic Linen Knife",73.49,"GAMES","2016-12-13",4,2,"SABADO"
229,"F","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Rustic Cotton Hat",20.12,"ELETRODOMESTICOS","2016-10-02",24,8,"SABADO"
230,"M","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Sleek Rubber Keyboard",90.83,"BELEZA E PERFUMARIA","2016-11-03",27,6,"SEGUNDA"
231,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Marble Shoes",6.11,"GAMES","2016-02-02",13,6,"DOMINGO"
232,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Incredible Aluminum Pants",5.89,"BELEZA E PERFUMARIA","2016-08-24",6,3,"SABADO"
233,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Sleek Granite Table",71.86,"GAMES","2016-08-21",9,3,"SEXTA"
234,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Leather Bag",84.5,"INFORMATICA","2016-03-12",3,7,"DOMINGO"
235,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Plastic Keyboard",59.61,"BRINQUEDOS","2016-08-01",18,9,"SABADO"
236,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Fantastic Plastic Bench",11.22,"GAMES","2016-04-14",16,11,"SABADO"
237,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Marble Shoes",19.17,"ELETRODOMESTICOS","2016-10-24",26,7,"QUINTA"
238,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Bronze Bottle",95.96,"LIVROS","2016-06-24",14,3,"SEXTA"
239,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Practical Paper Keyboard",18.43,"BRINQUEDOS","2016-01-30",4,8,"SABADO"
240,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Wooden Clock",30.35,"LIVROS","2016-01-03",26,2,"DOMINGO"
241,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Heavy Duty Marble Pants",9.6,"BRINQUEDOS","2016-04-20",30,5,"DOMINGO"
242,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Bronze Bench",62.16,"BRINQUEDOS","2016-01-25",9,2,"SABADO"
243,"F","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Durable Granite Lamp",7.18,"BRINQUEDOS","2016-11-29",13,9,"SABADO"
244,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Mediocre Linen Car",53.1,"INFORMATICA","2016-12-28",11,6,"QUARTA"
245,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Silk Bag",46.16,"BRINQUEDOS","2016-07-25",6,5,"SABADO"
246,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Lightweight Cotton Shoes",53.91,"BRINQUEDOS","2016-01-13",1,12,"SABADO"
247,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Wooden Gloves",91.21,"BRINQUEDOS","2016-03-26",18,12,"QUARTA"
248,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Wool Bottle",45.95,"GAMES","2016-12-24",14,10,"SEXTA"
249,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Aluminum Keyboard",92.66,"BRINQUEDOS","2016-09-09",11,7,"QUINTA"
250,"M","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Awesome Bronze Table",30.41,"BRINQUEDOS","2016-09-27",27,4,"QUARTA"
251,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Plastic Shoes",98.03,"BELEZA E PERFUMARIA","2016-06-20",31,5,"QUINTA"
252,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Aluminum Lamp",43.2,"BELEZA E PERFUMARIA","2016-01-21",31,11,"SEXTA"
253,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Iron Clock",68.33,"GAMES","2016-07-06",12,7,"DOMINGO"
254,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Lightweight Steel Coat",40.49,"INFORMATICA","2016-04-04",23,3,"SABADO"
255,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Wooden Coat",46.26,"BELEZA E PERFUMARIA","2016-07-13",17,8,"QUINTA"
256,"M","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Gorgeous Cotton Lamp",15.98,"BRINQUEDOS","2016-01-27",30,6,"SABADO"
257,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Small Linen Watch",70.28,"DECORACAO","2016-02-27",18,8,"SABADO"
258,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Paper Clock",38.8,"INFORMATICA","2016-04-12",18,4,"SABADO"
259,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Copper Chair",32.04,"DECORACAO","2016-08-07",11,2,"SABADO"
260,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Wool Pants",93.4,"BELEZA E PERFUMARIA","2016-06-07",1,4,"TERCA"
261,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Practical Paper Shirt",87.65,"LIVROS","2016-04-13",29,5,"SABADO"
262,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Lightweight Bronze Shoes",65.75,"BRINQUEDOS","2016-01-26",25,2,"TERCA"
263,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Wooden Chair",14.86,"ELETRODOMESTICOS","2016-02-17",28,10,"QUARTA"
264,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Linen Watch",65.4,"BELEZA E PERFUMARIA","2016-12-24",1,1,"SABADO"
265,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Durable Aluminum Table",44.31,"BELEZA E PERFUMARIA","2016-10-15",8,10,"SEXTA"
266,"F","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Enormous Iron Lamp",5.14,"CELULARES E TELEFONIA","2016-03-28",7,2,"SEGUNDA"
267,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Bronze Bottle",15.35,"BRINQUEDOS","2016-10-23",27,6,"DOMINGO"
268,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Aluminum Bench",90.84,"BELEZA E PERFUMARIA","2016-07-09",1,12,"SEXTA"
269,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Bronze Clock",65.76,"INFORMATICA","2016-12-18",7,9,"SABADO"
270,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Aerodynamic Paper Shoes",21.49,"BELEZA E PERFUMARIA","2016-09-05",1,3,"DOMINGO"
271,"M","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Plastic Table",62.49,"INFORMATICA","2016-06-15",7,5,"SABADO"
272,"F","DIVORCIADO","VITORIA","MARUIPE","ESPIRITO SANTO","Aerodynamic Granite Hat",18.45,"BELEZA E PERFUMARIA","2016-10-30",24,9,"SABADO"
273,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Linen Bag",8.53,"BELEZA E PERFUMARIA","2016-04-18",12,3,"SABADO"
274,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Wooden Bottle",11.87,"DECORACAO","2016-03-16",9,5,"SABADO"
275,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Linen Shirt",59.23,"LIVROS","2016-04-07",25,7,"SEXTA"
276,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Awesome Leather Coat",40.96,"INFORMATICA","2016-11-12",1,10,"DOMINGO"
277,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Granite Shirt",29.83,"BELEZA E PERFUMARIA","2016-02-26",24,7,"TERCA"
278,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Aluminum Knife",48.74,"BRINQUEDOS","2016-12-03",28,4,"SABADO"
279,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Wooden Wallet",0.55,"GAMES","2016-01-31",18,10,"SABADO"
280,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Gorgeous Concrete Knife",93.6,"BELEZA E PERFUMARIA","2016-11-07",20,9,"SEXTA"
281,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Practical Wooden Computer",33.82,"BRINQUEDOS","2016-02-04",15,7,"SEGUNDA"
282,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Awesome Cotton Shirt",15.99,"BELEZA E PERFUMARIA","2016-08-31",22,4,"QUINTA"
283,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Bronze Plate",81.56,"GAMES","2016-02-19",2,9,"SEXTA"
284,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Steel Plate",86.79,"INFORMATICA","2016-03-02",7,7,"DOMINGO"
285,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Marble Lamp",73.52,"LIVROS","2016-08-11",1,1,"QUARTA"
286,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Wooden Car",18.02,"GAMES","2016-11-18",30,3,"DOMINGO"
287,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Concrete Table",4.46,"LIVROS","2016-06-01",13,4,"SABADO"
288,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Iron Chair",82.76,"BELEZA E PERFUMARIA","2016-10-26",28,11,"DOMINGO"
289,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Wooden Hat",60.73,"BELEZA E PERFUMARIA","2016-05-15",7,3,"SABADO"
290,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Small Bronze Coat",82.11,"BRINQUEDOS","2016-12-12",27,12,"SEGUNDA"
291,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Concrete Hat",21.68,"ELETRODOMESTICOS","2016-10-17",13,12,"QUINTA"
292,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Paper Shirt",58.23,"INFORMATICA","2016-12-21",3,1,"SEXTA"
293,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Aluminum Keyboard",25.2,"BELEZA E PERFUMARIA","2016-01-12",15,12,"SABADO"
294,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Aluminum Gloves",45.45,"CELULARES E TELEFONIA","2016-11-09",31,2,"SABADO"
295,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Wooden Pants",1.45,"INFORMATICA","2016-04-05",3,2,"SABADO"
296,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Rubber Car",12.12,"BRINQUEDOS","2016-09-01",3,2,"QUINTA"
297,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Bronze Car",9.61,"INFORMATICA","2016-11-05",26,7,"DOMINGO"
298,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Intelligent Concrete Knife",30.28,"INFORMATICA","2016-02-09",9,10,"SEXTA"
299,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Wooden Bench",43.8,"LIVROS","2016-03-07",29,3,"SEXTA"
300,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Enormous Bronze Chair",93.95,"DECORACAO","2016-09-28",25,6,"SEXTA"
301,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Awesome Linen Wallet",37.33,"DECORACAO","2016-03-13",6,6,"QUINTA"
