@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo STRING
@ATTRIBUTE estado_civil STRING
@ATTRIBUTE cidade STRING
@ATTRIBUTE bairro STRING
@ATTRIBUTE estado STRING
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento STRING
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"

@DATA
1195,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","Tocantins","Heavy Duty Concrete Hat",52.09,"Toys, Home & Sports","2017-10-28"
1196,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","Ceará","Lightweight Rubber Lamp",78.47,"Electronics, Baby & Garden","2017-10-11"
1197,"F","DIVORCIADO","VITORIA","GOIABEIRAS","Paraná","Awesome Copper Shoes",56.59,"Computers","2017-09-16"
1198,"F","DIVORCIADO","VITORIA","CENTRO","Roraima","Rustic Cotton Table",55.86,"Industrial","2017-09-29"
1199,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","Mato Grosso","Incredible Copper Chair",32.28,"Music, Home & Jewelry","2017-10-03"
1200,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","Goiás","Mediocre Linen Bench",10.24,"Computers, Shoes & Toys","2017-09-20"
1201,"M","CASADO","VITORIA","JUCUTUQUARA","Pernambuco","Aerodynamic Wooden Wallet",65.75,"Beauty & Books","2017-09-18"
1202,"M","VIÚVO","VITORIA","JARDIM CAMBURI","Rio Grande do Sul","Practical Iron Plate",83.4,"Music","2017-10-06"
1203,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","Paraíba","Lightweight Copper Pants",33.15,"Shoes, Jewelry & Beauty","2017-10-08"
1204,"M","CASADO","VITORIA","JUCUTUQUARA","Sergipe","Aerodynamic Concrete Car",31.03,"Jewelry & Music","2017-10-13"
1205,"M","CASADO","VITORIA","CENTRO","Pará","Practical Bronze Table",71.2,"Books","2017-10-13"
1206,"M","VIÚVO","VITORIA","CENTRO","Minas Gerais","Enormous Cotton Bag",40.14,"Baby & Automotive","2017-10-23"
1207,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","Alagoas","Small Granite Bottle",16.87,"Baby & Beauty","2017-11-08"
1208,"F","CASADO","VITORIA","GOIABEIRAS","Roraima","Practical Granite Clock",41.74,"Sports, Garden & Beauty","2017-10-17"
1209,"F","CASADO","VITORIA","JARDIM CAMBURI","Paraná","Fantastic Copper Bag",92.68,"Home & Beauty","2017-09-22"
1210,"M","VIÚVO","VITORIA","CENTRO","Rio Grande do Sul","Durable Concrete Chair",34.08,"Garden & Shoes","2017-09-25"
1211,"M","VIÚVO","VITORIA","PRAIA DO CANTO","Bahia","Gorgeous Bronze Gloves",9.87,"Outdoors, Electronics & Games","2017-10-05"
1212,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","Distrito Federal","Practical Concrete Lamp",28.83,"Clothing, Beauty & Baby","2017-11-03"
1213,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","Rondônia","Rustic Steel Pants",43.2,"Baby, Home & Shoes","2017-09-11"
1214,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","Paraná","Intelligent Bronze Hat",18.8,"Computers","2017-09-25"
1215,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","Rio Grande do Norte","Fantastic Rubber Wallet",65.9,"Toys, Industrial & Sports","2017-11-01"
1216,"F","VIÚVO","VITORIA","CENTRO","Mato Grosso do Sul","Lightweight Plastic Lamp",95.52,"Garden & Clothing","2017-09-24"
1217,"F","DIVORCIADO","VITORIA","CENTRO","Bahia","Synergistic Wool Plate",62.18,"Kids & Games","2017-10-08"
1218,"F","VIÚVO","VITORIA","GOIABEIRAS","Amapá","Intelligent Steel Clock",4.69,"Outdoors","2017-10-13"
1219,"M","DIVORCIADO","VITORIA","SAO PEDRO","Mato Grosso do Sul","Small Paper Watch",41.98,"Movies & Automotive","2017-09-12"
1220,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","Santa Catarina","Practical Leather Table",48.37,"Movies & Toys","2017-09-27"
1221,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","Bahia","Aerodynamic Wool Table",83.93,"Baby & Grocery","2017-10-24"
1222,"F","CASADO","VITORIA","MARUÍPE","Espírito Santo","Practical Bronze Chair",42.44,"Beauty & Outdoors","2017-11-04"
1223,"F","SOLTEIRO","VITORIA","GOIABEIRAS","Roraima","Fantastic Paper Pants",46.49,"Books","2017-10-17"
1224,"F","CASADO","VITORIA","CENTRO","Minas Gerais","Small Granite Clock",8.97,"Books, Beauty & Electronics","2017-09-18"
1225,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","Rio Grande do Sul","Lightweight Rubber Keyboard",85.73,"Automotive & Music","2017-11-07"
1226,"F","CASADO","VITORIA","JARDIM CAMBURI","Rio Grande do Sul","Fantastic Wool Computer",66.05,"Beauty","2017-11-06"
1227,"F","CASADO","VITORIA","MARUÍPE","Rio Grande do Norte","Sleek Aluminum Watch",63.71,"Clothing","2017-10-07"
1228,"F","VIÚVO","VITORIA","JARDIM DA PENHA","Ceará","Fantastic Paper Wallet",87.52,"Books","2017-10-01"
1229,"M","VIÚVO","VITORIA","CENTRO","Acre","Incredible Wooden Clock",33.51,"Automotive","2017-11-06"
1230,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","Maranhão","Rustic Linen Knife",3.41,"Sports","2017-10-21"
1231,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","Rondônia","Fantastic Wool Knife",67.34,"Games, Garden & Clothing","2017-10-25"
1232,"M","SOLTEIRO","VITORIA","MARUÍPE","Mato Grosso","Rustic Wooden Pants",42.39,"Clothing & Music","2017-10-25"
1233,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","Distrito Federal","Rustic Wool Hat",30.93,"Shoes & Toys","2017-10-18"
1234,"F","CASADO","VITORIA","JUCUTUQUARA","Alagoas","Ergonomic Plastic Bag",84.27,"Beauty, Games & Industrial","2017-10-25"
1235,"M","VIÚVO","VITORIA","MARUÍPE","Acre","Enormous Granite Wallet",78.29,"Toys & Books","2017-10-18"
1236,"F","VIÚVO","VITORIA","PRAIA DO CANTO","Ceará","Sleek Copper Watch",44.68,"Jewelry, Movies & Home","2017-11-07"
1237,"M","CASADO","VITORIA","SANTO ANTONIO","Goiás","Sleek Linen Shirt",83.44,"Baby, Books & Music","2017-10-03"
1238,"M","CASADO","VITORIA","PRAIA DO CANTO","Rio Grande do Norte","Intelligent Granite Bottle",2.91,"Garden, Clothing & Beauty","2017-09-12"
1239,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","Rio Grande do Sul","Gorgeous Copper Table",7.76,"Sports & Kids","2017-09-19"
1240,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","Ceará","Synergistic Leather Hat",62.75,"Games, Automotive & Garden","2017-09-22"
1241,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","Mato Grosso","Small Copper Coat",17.51,"Health","2017-10-08"
1242,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","Amazonas","Durable Iron Shoes",67.77,"Toys","2017-10-14"
1243,"M","VIÚVO","VITORIA","SAO PEDRO","Santa Catarina","Practical Copper Hat",79.21,"Electronics, Beauty & Toys","2017-09-16"
1244,"F","VIÚVO","VITORIA","JARDIM DA PENHA","Maranhão","Heavy Duty Wooden Computer",46.78,"Electronics & Toys","2017-10-24"
1245,"M","VIÚVO","VITORIA","PRAIA DO CANTO","Sergipe","Gorgeous Bronze Hat",60.29,"Industrial & Shoes","2017-09-24"
1246,"F","VIÚVO","VITORIA","CENTRO","Minas Gerais","Rustic Granite Car",9.89,"Industrial & Health","2017-09-11"
1247,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","Minas Gerais","Incredible Steel Gloves",64.38,"Books, Grocery & Garden","2017-09-15"
1248,"M","SOLTEIRO","VITORIA","GOIABEIRAS","Rio Grande do Norte","Heavy Duty Cotton Bag",70.85,"Grocery, Sports & Beauty","2017-10-30"
1249,"F","VIÚVO","VITORIA","CENTRO","Piauí","Incredible Copper Plate",58.67,"Computers, Music & Kids","2017-09-28"
1250,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","Rondônia","Sleek Granite Pants",52.41,"Industrial & Garden","2017-09-14"
1251,"M","VIÚVO","VITORIA","SAO PEDRO","Amapá","Durable Concrete Watch",80,"Home","2017-09-16"
1252,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","Goiás","Fantastic Marble Chair",92.43,"Health, Industrial & Outdoors","2017-10-22"
1253,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","Santa Catarina","Mediocre Iron Bottle",18.15,"Garden, Toys & Health","2017-09-18"
1254,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","Mato Grosso do Sul","Rustic Marble Pants",42.35,"Health, Computers & Toys","2017-10-26"
1255,"M","CASADO","VITORIA","SANTO ANTONIO","Rio Grande do Norte","Mediocre Cotton Shirt",77.35,"Home","2017-09-27"
1256,"M","CASADO","VITORIA","JARDIM DA PENHA","Pará","Intelligent Linen Hat",63.22,"Tools, Movies & Health","2017-09-10"
1257,"M","DIVORCIADO","VITORIA","JARDIM DA PENHA","Espírito Santo","Enormous Cotton Table",69.82,"Health","2017-11-02"
1258,"F","DIVORCIADO","VITORIA","MARUÍPE","Rio Grande do Sul","Small Rubber Keyboard",26.54,"Outdoors, Music & Clothing","2017-11-09"
1259,"F","CASADO","VITORIA","JUCUTUQUARA","São Paulo","Rustic Plastic Hat",89.19,"Books & Industrial","2017-09-26"
1260,"F","SOLTEIRO","VITORIA","CENTRO","Tocantins","Rustic Leather Hat",9.4,"Automotive, Health & Clothing","2017-10-18"
1261,"M","SOLTEIRO","VITORIA","SAO PEDRO","Rondônia","Small Aluminum Shirt",7.18,"Movies & Games","2017-09-20"
1262,"F","SOLTEIRO","VITORIA","MARUÍPE","Rio Grande do Sul","Awesome Leather Keyboard",57.53,"Home & Computers","2017-09-19"
1263,"M","CASADO","VITORIA","SAO PEDRO","Santa Catarina","Synergistic Linen Bench",82.22,"Sports","2017-11-03"
1264,"F","VIÚVO","VITORIA","SANTO ANTONIO","Roraima","Mediocre Aluminum Bag",7.95,"Music","2017-09-24"
1265,"F","VIÚVO","VITORIA","JARDIM DA PENHA","Rio de Janeiro","Ergonomic Linen Car",90.21,"Baby & Sports","2017-10-10"
1266,"F","CASADO","VITORIA","CENTRO","Pará","Gorgeous Silk Keyboard",49.86,"Clothing & Electronics","2017-09-13"
1267,"M","VIÚVO","VITORIA","JUCUTUQUARA","Rio de Janeiro","Small Steel Bench",95.72,"Shoes","2017-09-26"
1268,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","Acre","Aerodynamic Plastic Knife",84,"Health, Shoes & Computers","2017-10-25"
1269,"F","DIVORCIADO","VITORIA","GOIABEIRAS","Amazonas","Sleek Granite Bench",45.55,"Clothing & Games","2017-10-05"
1270,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","Rondônia","Heavy Duty Wool Coat",66.66,"Grocery & Computers","2017-09-10"
1271,"F","VIÚVO","VITORIA","JUCUTUQUARA","São Paulo","Mediocre Bronze Pants",4.07,"Automotive","2017-09-18"
1272,"M","CASADO","VITORIA","SANTO ANTONIO","São Paulo","Gorgeous Cotton Shirt",30.03,"Shoes","2017-10-12"
1273,"F","VIÚVO","VITORIA","JUCUTUQUARA","Maranhão","Small Wool Gloves",23.66,"Kids, Books & Sports","2017-10-27"
1274,"F","CASADO","VITORIA","PRAIA DO CANTO","Rio Grande do Sul","Fantastic Cotton Table",34.88,"Health","2017-09-29"
1275,"F","CASADO","VITORIA","SANTO ANTONIO","São Paulo","Ergonomic Paper Clock",69.44,"Baby","2017-09-23"
1276,"F","DIVORCIADO","VITORIA","MARUÍPE","Sergipe","Durable Aluminum Shoes",34.72,"Games","2017-10-29"
1277,"M","DIVORCIADO","VITORIA","MARUÍPE","Mato Grosso do Sul","Awesome Rubber Plate",98.62,"Baby, Computers & Jewelry","2017-09-12"
1278,"F","SOLTEIRO","VITORIA","GOIABEIRAS","Goiás","Fantastic Linen Gloves",85.68,"Toys & Kids","2017-09-27"
1279,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","Alagoas","Heavy Duty Concrete Clock",15.12,"Computers, Garden & Jewelry","2017-11-09"
1280,"F","DIVORCIADO","VITORIA","MARUÍPE","Paraná","Synergistic Iron Coat",98.74,"Toys, Industrial & Computers","2017-11-04"
1281,"F","DIVORCIADO","VITORIA","MARUÍPE","Minas Gerais","Gorgeous Linen Shirt",53.27,"Books","2017-09-23"
1282,"M","DIVORCIADO","VITORIA","MARUÍPE","Rio Grande do Norte","Lightweight Cotton Wallet",57.17,"Tools","2017-10-01"
1283,"F","CASADO","VITORIA","MARUÍPE","Pernambuco","Gorgeous Linen Plate",40.02,"Games, Sports & Toys","2017-09-13"
1284,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","Mato Grosso do Sul","Rustic Paper Gloves",76.44,"Outdoors & Tools","2017-11-09"
1285,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","Distrito Federal","Durable Leather Shirt",94.82,"Kids & Outdoors","2017-10-21"
1286,"M","CASADO","VITORIA","SANTO ANTONIO","Rio de Janeiro","Fantastic Linen Table",75.54,"Computers, Kids & Industrial","2017-11-05"
1287,"F","CASADO","VITORIA","JUCUTUQUARA","Alagoas","Aerodynamic Steel Wallet",20.16,"Outdoors","2017-10-09"
1288,"M","CASADO","VITORIA","PRAIA DO CANTO","Maranhão","Intelligent Bronze Coat",51.94,"Electronics, Home & Movies","2017-10-10"
1289,"F","SOLTEIRO","VITORIA","SAO PEDRO","Rio Grande do Norte","Durable Granite Wallet",26,"Computers & Health","2017-09-11"
1290,"M","VIÚVO","VITORIA","GOIABEIRAS","Sergipe","Fantastic Marble Computer",6.59,"Garden, Baby & Music","2017-10-04"
1291,"F","CASADO","VITORIA","JARDIM DA PENHA","Bahia","Rustic Plastic Car",39.28,"Outdoors, Jewelry & Sports","2017-10-08"
1292,"M","DIVORCIADO","VITORIA","JARDIM DA PENHA","Rondônia","Mediocre Concrete Plate",50.47,"Toys","2017-10-02"
1293,"M","VIÚVO","VITORIA","PRAIA DO CANTO","Distrito Federal","Sleek Wooden Clock",24.75,"Toys, Clothing & Electronics","2017-10-14"
1294,"M","CASADO","VITORIA","SAO PEDRO","Distrito Federal","Small Iron Shoes",34.3,"Beauty","2017-11-04"
1295,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","São Paulo","Aerodynamic Steel Watch",17,"Movies & Grocery","2017-11-05"
1296,"F","VIÚVO","VITORIA","SANTO ANTONIO","Maranhão","Lightweight Linen Wallet",27.89,"Baby, Books & Grocery","2017-10-24"
1297,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","Sergipe","Small Wooden Bottle",14.57,"Kids, Clothing & Sports","2017-11-03"
1298,"F","SOLTEIRO","VITORIA","SAO PEDRO","Distrito Federal","Incredible Paper Bag",48.18,"Beauty","2017-09-17"
1299,"F","DIVORCIADO","VITORIA","CENTRO","Pará","Incredible Copper Computer",67.28,"Kids","2017-10-11"
1300,"F","DIVORCIADO","VITORIA","CENTRO","Santa Catarina","Heavy Duty Copper Bottle",90.19,"Movies & Clothing","2017-10-04"
1301,"F","SOLTEIRO","VITORIA","GOIABEIRAS","Distrito Federal","Enormous Wool Hat",47.81,"Shoes","2017-10-22"
1302,"M","VIÚVO","VITORIA","JUCUTUQUARA","Distrito Federal","Synergistic Silk Shirt",42.61,"Clothing, Electronics & Toys","2017-09-19"
1303,"M","VIÚVO","VITORIA","SANTO ANTONIO","Santa Catarina","Intelligent Leather Keyboard",65.09,"Home","2017-09-27"
1304,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","Sergipe","Small Plastic Car",57.65,"Toys & Outdoors","2017-10-17"
1305,"M","VIÚVO","VITORIA","JUCUTUQUARA","Pernambuco","Gorgeous Iron Wallet",46.87,"Jewelry, Beauty & Books","2017-09-25"
1306,"F","SOLTEIRO","VITORIA","CENTRO","Minas Gerais","Rustic Wool Pants",90.11,"Home","2017-10-23"
1307,"M","DIVORCIADO","VITORIA","JARDIM DA PENHA","Amapá","Small Granite Bottle",68.89,"Home","2017-10-19"
1308,"M","DIVORCIADO","VITORIA","MARUÍPE","Piauí","Synergistic Wooden Chair",25.2,"Shoes","2017-10-15"
1309,"F","CASADO","VITORIA","PRAIA DO CANTO","Distrito Federal","Incredible Rubber Watch",34.37,"Toys, Movies & Games","2017-10-19"
1310,"F","DIVORCIADO","VITORIA","SAO PEDRO","Santa Catarina","Aerodynamic Linen Knife",30.01,"Home","2017-10-18"
1311,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","Acre","Small Marble Bag",26.08,"Beauty, Home & Garden","2017-10-27"
1312,"F","VIÚVO","VITORIA","CENTRO","São Paulo","Intelligent Silk Plate",61.03,"Music, Movies & Books","2017-09-12"
1313,"F","CASADO","VITORIA","JARDIM DA PENHA","Minas Gerais","Mediocre Aluminum Shoes",66.09,"Toys, Books & Industrial","2017-11-04"
1314,"M","VIÚVO","VITORIA","GOIABEIRAS","Rio de Janeiro","Rustic Leather Hat",55.58,"Automotive & Movies","2017-09-30"
1315,"F","CASADO","VITORIA","SANTO ANTONIO","Sergipe","Fantastic Concrete Coat",16.57,"Automotive & Movies","2017-09-30"
1316,"F","DIVORCIADO","VITORIA","GOIABEIRAS","Pará","Practical Plastic Watch",35.74,"Automotive & Tools","2017-09-24"
1317,"M","CASADO","VITORIA","SAO PEDRO","Rio Grande do Norte","Synergistic Wooden Pants",14.57,"Baby","2017-09-20"
1318,"M","VIÚVO","VITORIA","PRAIA DO CANTO","Acre","Gorgeous Paper Table",41.32,"Music, Outdoors & Grocery","2017-11-06"
1319,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","Amazonas","Synergistic Iron Shoes",46.79,"Outdoors & Home","2017-10-26"
1320,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","Pernambuco","Rustic Granite Car",54.41,"Clothing, Garden & Kids","2017-10-14"
1321,"F","CASADO","VITORIA","JUCUTUQUARA","Amapá","Incredible Steel Bag",68.49,"Outdoors, Music & Sports","2017-09-13"
1322,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","Distrito Federal","Small Aluminum Table",95.17,"Movies, Beauty & Industrial","2017-10-05"
1323,"M","VIÚVO","VITORIA","JUCUTUQUARA","Rio Grande do Sul","Gorgeous Steel Knife",36.95,"Jewelry","2017-09-27"
1324,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","Rondônia","Practical Iron Lamp",12.94,"Industrial & Beauty","2017-11-03"
1325,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","Paraná","Small Silk Watch",94.67,"Beauty","2017-09-26"
1326,"F","CASADO","VITORIA","JARDIM CAMBURI","Santa Catarina","Practical Aluminum Computer",24.97,"Computers & Books","2017-09-26"
1327,"F","SOLTEIRO","VITORIA","GOIABEIRAS","Paraná","Aerodynamic Concrete Wallet",93.79,"Health & Baby","2017-10-18"
1328,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","Santa Catarina","Heavy Duty Silk Plate",99.55,"Baby","2017-10-06"
1329,"F","VIÚVO","VITORIA","JARDIM CAMBURI","Pará","Small Granite Bag",26.84,"Grocery, Beauty & Outdoors","2017-09-19"
1330,"F","VIÚVO","VITORIA","SANTO ANTONIO","Pará","Mediocre Bronze Gloves",86.11,"Movies","2017-10-27"
1331,"F","CASADO","VITORIA","PRAIA DO CANTO","Amapá","Small Copper Car",10.59,"Grocery","2017-09-27"
1332,"F","CASADO","VITORIA","MARUÍPE","Alagoas","Synergistic Rubber Computer",47.93,"Kids","2017-09-16"
1333,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","Sergipe","Gorgeous Granite Knife",35.62,"Music","2017-10-07"
1334,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","Maranhão","Sleek Aluminum Clock",65.83,"Grocery & Baby","2017-10-30"
1335,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","Pernambuco","Aerodynamic Concrete Shoes",58.87,"Home","2017-11-05"
1336,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","Roraima","Lightweight Leather Plate",98.82,"Automotive","2017-10-26"
1337,"F","VIÚVO","VITORIA","MARUÍPE","São Paulo","Incredible Bronze Shoes",39.87,"Tools","2017-09-18"
1338,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","Rondônia","Small Paper Bench",12.11,"Health, Grocery & Jewelry","2017-09-12"
1339,"M","CASADO","VITORIA","MARUÍPE","Bahia","Fantastic Granite Keyboard",71.49,"Tools","2017-09-15"
1340,"F","CASADO","VITORIA","SAO PEDRO","Rio Grande do Sul","Small Paper Bag",62.75,"Books","2017-09-16"
1341,"M","CASADO","VITORIA","CENTRO","Santa Catarina","Mediocre Leather Plate",87.06,"Grocery","2017-09-19"
1342,"M","CASADO","VITORIA","JARDIM DA PENHA","Amazonas","Rustic Leather Wallet",84.56,"Baby & Outdoors","2017-09-30"
1343,"F","CASADO","VITORIA","CENTRO","Ceará","Intelligent Rubber Shoes",83.4,"Toys","2017-10-28"
1344,"M","CASADO","VITORIA","MARUÍPE","Espírito Santo","Lightweight Rubber Shirt",13.93,"Movies","2017-10-18"
1345,"F","DIVORCIADO","VITORIA","GOIABEIRAS","Paraná","Incredible Leather Clock",76.58,"Kids, Garden & Home","2017-11-07"
1346,"F","CASADO","VITORIA","PRAIA DO CANTO","Rio de Janeiro","Mediocre Leather Shoes",19.6,"Games, Garden & Beauty","2017-10-21"
1347,"F","CASADO","VITORIA","PRAIA DO CANTO","Acre","Rustic Bronze Coat",13.41,"Books, Health & Sports","2017-09-23"
1348,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","Pernambuco","Enormous Linen Bottle",1.83,"Baby & Home","2017-09-13"
1349,"F","VIÚVO","VITORIA","PRAIA DO CANTO","Santa Catarina","Practical Marble Car",91.82,"Industrial & Toys","2017-10-06"
1350,"M","VIÚVO","VITORIA","SAO PEDRO","Espírito Santo","Enormous Silk Plate",88.46,"Electronics, Shoes & Games","2017-10-25"
1351,"M","SOLTEIRO","VITORIA","SAO PEDRO","Rio Grande do Norte","Gorgeous Granite Computer",77.42,"Toys","2017-10-14"
1352,"F","VIÚVO","VITORIA","PRAIA DO CANTO","Mato Grosso","Synergistic Marble Wallet",69.22,"Baby & Sports","2017-09-24"
1353,"F","CASADO","VITORIA","SAO PEDRO","São Paulo","Ergonomic Linen Computer",87.84,"Grocery","2017-11-07"
1354,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","Piauí","Durable Concrete Table",47.39,"Games & Automotive","2017-09-16"
1355,"M","SOLTEIRO","VITORIA","CENTRO","Sergipe","Lightweight Aluminum Coat",84.49,"Garden, Jewelry & Automotive","2017-10-04"
1356,"F","VIÚVO","VITORIA","JUCUTUQUARA","Paraná","Intelligent Silk Gloves",9.31,"Industrial & Tools","2017-11-09"
1357,"F","SOLTEIRO","VITORIA","CENTRO","Rio Grande do Norte","Fantastic Bronze Shoes",68.44,"Kids","2017-10-30"
1358,"M","SOLTEIRO","VITORIA","CENTRO","Goiás","Gorgeous Aluminum Pants",20.85,"Shoes","2017-10-14"
1359,"M","DIVORCIADO","VITORIA","GOIABEIRAS","Distrito Federal","Aerodynamic Iron Car",90.56,"Sports & Music","2017-10-30"
1360,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","Paraná","Enormous Linen Pants",62.74,"Outdoors","2017-09-13"
1361,"M","VIÚVO","VITORIA","CENTRO","Paraíba","Small Aluminum Pants",87.67,"Movies & Computers","2017-11-03"
1362,"F","VIÚVO","VITORIA","MARUÍPE","Minas Gerais","Fantastic Wool Coat",26.5,"Garden & Automotive","2017-09-11"
1363,"M","DIVORCIADO","VITORIA","MARUÍPE","Acre","Practical Bronze Hat",55.77,"Clothing, Home & Beauty","2017-09-19"
1364,"M","VIÚVO","VITORIA","CENTRO","Mato Grosso","Incredible Paper Shirt",37.71,"Kids & Sports","2017-09-15"
1365,"F","VIÚVO","VITORIA","MARUÍPE","Tocantins","Fantastic Granite Pants",12.85,"Computers","2017-09-12"
1366,"M","SOLTEIRO","VITORIA","GOIABEIRAS","Pará","Mediocre Rubber Car",11.39,"Movies & Baby","2017-10-27"
1367,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","Goiás","Fantastic Leather Plate",13.54,"Clothing","2017-10-25"
1368,"M","CASADO","VITORIA","JARDIM CAMBURI","Goiás","Intelligent Granite Bottle",7.06,"Music, Clothing & Computers","2017-09-23"
1369,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","Maranhão","Ergonomic Paper Bag",63.65,"Sports & Electronics","2017-09-23"
1370,"M","CASADO","VITORIA","SAO PEDRO","Rondônia","Sleek Plastic Keyboard",74.83,"Music, Movies & Kids","2017-10-27"
1371,"F","CASADO","VITORIA","GOIABEIRAS","Sergipe","Synergistic Granite Clock",37.25,"Jewelry & Sports","2017-09-20"
1372,"M","DIVORCIADO","VITORIA","SAO PEDRO","Acre","Durable Wooden Pants",11.84,"Music","2017-10-10"
1373,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","Bahia","Durable Granite Hat",52.97,"Movies, Grocery & Tools","2017-09-10"
1374,"M","VIÚVO","VITORIA","SANTO ANTONIO","Pará","Sleek Wool Watch",2.46,"Books & Shoes","2017-10-17"
1375,"M","SOLTEIRO","VITORIA","MARUÍPE","Distrito Federal","Small Copper Shirt",1.55,"Toys & Movies","2017-09-26"
1376,"F","SOLTEIRO","VITORIA","SAO PEDRO","Paraná","Aerodynamic Copper Bottle",25.02,"Movies, Computers & Baby","2017-10-26"
1377,"M","VIÚVO","VITORIA","JUCUTUQUARA","Amapá","Mediocre Wool Pants",19.56,"Home & Kids","2017-09-21"
1378,"M","SOLTEIRO","VITORIA","CENTRO","Roraima","Ergonomic Granite Keyboard",51.81,"Clothing & Garden","2017-10-02"
1379,"M","VIÚVO","VITORIA","CENTRO","Alagoas","Mediocre Steel Computer",53.28,"Sports","2017-10-07"
1380,"M","DIVORCIADO","VITORIA","CENTRO","Espírito Santo","Rustic Rubber Bench",57.96,"Garden","2017-09-29"
1381,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","Rio Grande do Sul","Fantastic Paper Plate",9.28,"Home","2017-10-05"
1382,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","Goiás","Enormous Plastic Shirt",64.96,"Music","2017-09-17"
1383,"M","VIÚVO","VITORIA","SANTO ANTONIO","Pará","Intelligent Silk Bottle",43.32,"Health, Outdoors & Books","2017-10-07"
1384,"F","CASADO","VITORIA","MARUÍPE","Acre","Practical Plastic Shoes",62.67,"Games","2017-09-16"
1385,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","Mato Grosso","Enormous Aluminum Chair",80.64,"Sports & Shoes","2017-11-04"
1386,"M","VIÚVO","VITORIA","GOIABEIRAS","Goiás","Rustic Cotton Computer",43.56,"Kids & Games","2017-09-23"
1387,"F","VIÚVO","VITORIA","JARDIM CAMBURI","Ceará","Sleek Cotton Chair",70.13,"Movies","2017-09-20"
1388,"F","VIÚVO","VITORIA","SAO PEDRO","Acre","Incredible Paper Gloves",94.12,"Outdoors, Grocery & Baby","2017-09-16"
1389,"F","SOLTEIRO","VITORIA","GOIABEIRAS","Minas Gerais","Practical Bronze Pants",56.99,"Jewelry, Health & Electronics","2017-11-04"
1390,"M","VIÚVO","VITORIA","SAO PEDRO","Pará","Intelligent Concrete Bottle",22.21,"Grocery & Beauty","2017-10-05"
1391,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","Rio Grande do Norte","Small Plastic Lamp",45.4,"Games","2017-10-27"
